Rank,A check,équipe,Flag,ID,Auto: dernière MAJ,state,az,ae,1st match,1,rnd1,V/D,Date-2,2,rnd2,V/D,Date-4,3,rnd3,V/D,Date-6,4,rnd4,V/D,Date-8,5,rnd5,V/D,Date-10,6,rnd6,V/D,Date-12,7,rnd7,V/D,Date-14,8,rnd8,V/D,Date D-16,9,rnd9,V/D,Date D-18,10,rnd10,V/D,Date D-20,11,rnd11,V/D,Date D-22,12,rnd12,V/D,Date D-24,13,rnd13,V/D,Date D-26,14,rnd14,V/D,Date D-28,15,rnd15,V/D,Date D-30,16,rnd16,V/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trophées,Victoire / défaite,Date archivée,horaire J-2,trophées,Victoire / défaite
24,3,IRAN°,🇮🇷,41,4 951,,,,03/07/2023,3 129,3 129,D,05/07/2023,1 822,4 951,V,07/07/2023,0,,,09/07/2023,0,8821,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3,JalurGemilang,🇲🇾,42,3 915,,,,03/07/2023,2 720,2 720,V,05/07/2023,1 195,3 915,V,07/07/2023,0,,,09/07/2023,0,7814,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3,La DRINK TEAM,🇫🇷,43,4 433,,,,03/07/2023,3 520,3 520,V,05/07/2023,913,4 433,V,07/07/2023,0,,,09/07/2023,0,8574,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,Last🍻Call,🇺🇸,44,6 243,,,,03/07/2023,2 637,2 637,D,05/07/2023,3 606,6 243,V,07/07/2023,0,,,09/07/2023,0,11074,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3,Le-Mano,🇷🇺,45,2 761,,,,03/07/2023,846,846,V,05/07/2023,1 915,2 761,D,07/07/2023,0,,,09/07/2023,0,9193,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3,LEGIONE 🔵,🇮🇹,46,3 199,,,,03/07/2023,852,852,V,05/07/2023,2 347,3 199,D,07/07/2023,0,,,09/07/2023,0,9020,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,Lil'Rage,🇸🇮,47,0,,,,03/07/2023,1 062,1 062,V,05/07/2023,-1 062,,D,07/07/2023,0,,,09/07/2023,0,6280,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3,LOYAL OUTCASTS,🇺🇸,48,2 656,,,,03/07/2023,924,924,V,05/07/2023,1 732,2 656,V,07/07/2023,0,,,09/07/2023,0,8107,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3,M@ncos Latinos,🇲🇽,49,3 969,,,,03/07/2023,3 629,3 629,D,05/07/2023,340,3 969,D,07/07/2023,0,,,09/07/2023,0,8286,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,MADE !N FORCE,🇵🇱,50,0,,,,03/07/2023,4 182,4182,V,05/07/2023,-4182,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,MADE !N FORCE3,🇵🇱,51,0,,,,03/07/2023,355,355,D,05/07/2023,-355,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,Made in Italy🤌,🇮🇹,52,6 333,,,,03/07/2023,3 663,3 663,D,05/07/2023,2 670,6 333,D,07/07/2023,0,,,09/07/2023,0,10919,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3,MostWanted®,🇩🇪,53,3 892,,,,03/07/2023,1 555,1 555,D,05/07/2023,2 337,3 892,V,07/07/2023,0,,,09/07/2023,0,7581,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,Ñ&FRIENDS🌎,🇪🇸,54,0,,,,03/07/2023,1 914,1914,D,05/07/2023,-1914,,V,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,Ñ&FRIENDS🌎²,🇪🇸,55,0,,,,03/07/2023,486,486,D,05/07/2023,-486,,V,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3,NeverGiveUp!!,🇮🇹,56,1 836,,,,03/07/2023,892,892,V,05/07/2023,944,1 836,D,07/07/2023,0,,,09/07/2023,0,6175,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3,NORDLYS™,🇩🇪,57,4 990,,,,03/07/2023,2 948,2 948,V,05/07/2023,2 042,4 990,V,07/07/2023,0,,,09/07/2023,0,9472,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3,NORTH,🇫🇮,58,5 844,,,,03/07/2023,3 433,3 433,D,05/07/2023,2 411,5 844,D,07/07/2023,0,,,09/07/2023,0,9922,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,NORway OldBoys,🇳🇴,59,6 666,,,,03/07/2023,3 342,3 342,D,05/07/2023,3 324,6 666,V,07/07/2023,0,,,09/07/2023,0,9773,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3,Orient Paka,🇵🇱,60,2 636,,,,03/07/2023,712,712,V,05/07/2023,1 924,2 636,V,07/07/2023,0,,,09/07/2023,0,6889,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,P E R S I A™,🇮🇷,61,0,,,,03/07/2023,3 136,3136,V,05/07/2023,-3136,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3,P U R E T A S,🇪🇸,62,3 837,,,,03/07/2023,1 045,1 045,D,05/07/2023,2 792,3 837,V,07/07/2023,0,,,09/07/2023,0,8339,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3,PASARGAD🥇,🇮🇷,63,4 337,,,,03/07/2023,1 384,1 384,V,05/07/2023,2 953,4 337,D,07/07/2023,0,,,09/07/2023,0,9149,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3,Pelikany TP,🇵🇱,64,3 286,,,,03/07/2023,1 717,1 717,V,05/07/2023,1 569,3 286,D,07/07/2023,0,,,09/07/2023,0,7410,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,PERSIA🥷,🇮🇷,65,0,,,,03/07/2023,1 375,1375,D,05/07/2023,-1375,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3,PH1,🇭🇺,66,5 628,,,,03/07/2023,3 530,3 530,D,05/07/2023,2 098,5 628,V,07/07/2023,0,,,09/07/2023,0,10717,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3,PH2,🇭🇺,67,1 871,,,,03/07/2023,999,999,V,05/07/2023,872,1 871,V,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,PLN Reborn,🇵🇱,68,7 518,,,,03/07/2023,4 035,4 035,V,05/07/2023,3 483,7 518,V,07/07/2023,0,,,09/07/2023,0,14360,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3,PORTUGAL,🇵🇹,69,4 499,,,,03/07/2023,1 485,1 485,D,05/07/2023,3 014,4 499,V,07/07/2023,0,,,09/07/2023,0,8880,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Power Legends,🇵🇱,70,6 547,,,,03/07/2023,4 313,4 313,D,05/07/2023,2 234,6 547,V,07/07/2023,0,,,09/07/2023,0,11078,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,Project GER,🇩🇪,71,0,,,,03/07/2023,3 673,3673,V,05/07/2023,-3673,,V,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,Project GER²,🇩🇪,72,0,,,,03/07/2023,2 985,2985,D,05/07/2023,-2985,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,Project GER³,🇩🇪,73,0,,,,03/07/2023,2 767,2767,V,05/07/2023,-2767,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,RPS ✂️,🌎,95,0,,,,03/07/2023,2 927,2927,D,05/07/2023,-2927,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,RPS 🧻,🇺🇸,84,0,,,,03/07/2023,3 994,3994,D,05/07/2023,-3994,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,RPS🪨,🌎,83,0,,,,03/07/2023,2 119,2119,V,05/07/2023,-2119,,V,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3,RR FIGHTERS 🌍,🇮🇳,74,3 582,,,,03/07/2023,289,289,V,05/07/2023,3 293,3 582,V,07/07/2023,0,,,09/07/2023,0,7999,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,🅡🅤🅢🅢🅘🅐🇷🇺,🇷🇺,75,0,,,,03/07/2023,1 880,1880,D,05/07/2023,-1880,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3,Russian Kings👑,🇷🇺,76,3 080,,,,03/07/2023,732,732,V,05/07/2023,2 348,3 080,D,07/07/2023,0,,,09/07/2023,0,5638,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,S R B I J A,🇷🇸,77,4 678,,,,03/07/2023,3 648,3 648,V,05/07/2023,1 030,4 678,V,07/07/2023,0,,,09/07/2023,0,9194,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3,sAUSNZges,🇦🇺,78,5 577,,,,03/07/2023,3 109,3 109,D,05/07/2023,2 468,5 577,V,07/07/2023,0,,,09/07/2023,0,9647,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3,SisuFinland,🇫🇮,79,5 561,,,,03/07/2023,3 213,3 213,D,05/07/2023,2 348,5 561,V,07/07/2023,0,,,09/07/2023,0,7987,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3,SLV 5 Brigada,🇷🇺,80,4 168,,,,03/07/2023,1 385,1 385,V,05/07/2023,2 783,4 168,D,07/07/2023,0,,,09/07/2023,0,7465,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3,SN Clan🇧🇷,🇧🇷,81,4 348,,,,03/07/2023,3 094,3 094,N,05/07/2023,1 254,4 348,V,07/07/2023,0,,,09/07/2023,0,8288,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,STORMO 🌟,🌎,82,6 309,,,,03/07/2023,3 478,3 478,D,05/07/2023,2 831,6 309,V,07/07/2023,0,,,09/07/2023,0,11862,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3,Swedish Power,🇸🇪,85,5 605,,,,03/07/2023,3 036,3 036,V,05/07/2023,2 569,5 605,D,07/07/2023,0,,,09/07/2023,0,10881,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3,T R Λ X I O N,🇸🇮,86,4 201,,,,03/07/2023,1 594,1 594,V,05/07/2023,2 607,4 201,V,07/07/2023,0,,,09/07/2023,0,7386,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3,TEAM ALPHA🛡️,🇵🇰,87,3 698,,,,03/07/2023,1 303,1 303,D,05/07/2023,2 395,3 698,V,07/07/2023,0,,,09/07/2023,0,7798,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3,TEAM CHINA 🇨🇳,🇨🇳,88,5 596,,,,03/07/2023,3 436,3 436,D,05/07/2023,2 160,5 596,D,07/07/2023,0,,,09/07/2023,0,10926,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,TEAM LATINOS,🇳🇮,89,0,,,,03/07/2023,315,315,D,05/07/2023,-315,,D,07/07/2023,0,,,09/07/2023,0,,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,TIRANGA,🇮🇳,90,5 562,,,,03/07/2023,3 207,3 207,D,05/07/2023,2 355,5 562,D,07/07/2023,0,,,09/07/2023,0,10281,,11/07/2023,0,,,13/07/2023,0,,,15/07/2023,0,,,17/07/2023,0,,,19/07/2023,0,,,21/07/2023,0,,,23/07/2023,0,,#N/A,25/07/2023,0,,#N/A,27/07/2023,0,,#N/A,29/07/2023,0,,,31/07/2023,0,,,02/08/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
